source_page,asset_url,local_path,source_type,view,actual_model,node_count,drive_config,pdf_page,confirmed_details,confidence,status
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/JJIAAeSwTmlpw7Gs/s-l1600.webp,sources/third_party/techbuyer-04.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/fVUAAeSwCONppxJn/s-l1600.webp,sources/third_party/techbuyer-05.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/gc8AAeSwnc1ppxKN/s-l1600.webp,sources/third_party/techbuyer-06.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/5JoAAeSw2XRpnvIa/s-l1600.webp,sources/third_party/techbuyer-07.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/lVcAAeSwDRBpnvVn/s-l1600.webp,sources/third_party/techbuyer-08.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/MYkAAeSwhkpp~GvT/s-l1600.webp,sources/third_party/techbuyer-09.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/366227485948,https://i.ebayimg.com/images/g/9LgAAeSwUv5p~GvT/s-l1600.webp,sources/third_party/techbuyer-10.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front/lid auxiliary only. Rearimage04 has different IO layout from locked C6420 source and is excluded; listing metadata not blindly trusted.,"medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/126728243283,https://i.ebayimg.com/images/g/lXcAAeSwN01qGlSj/s-l1600.webp,sources/third_party/bargain-02.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,"Sled-extraction/steel construction secondary. PSU1600W or unpopulatedNIC options excluded. Final normal carrier shape uses front bargain02; 0-23 numbering/1600W options excluded, retain official four-node mapping and NSL/ETB rear.","medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/126728243283,https://i.ebayimg.com/images/g/fTQAAeSwqExqGlSj/s-l1600.webp,sources/third_party/bargain-03.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,"Sled-extraction/steel construction secondary. PSU1600W or unpopulatedNIC options excluded. Final normal carrier shape uses front bargain02; 0-23 numbering/1600W options excluded, retain official four-node mapping and NSL/ETB rear.","medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/126728243283,https://i.ebayimg.com/images/g/ePsAAeSwlGBqGlSk/s-l1600.webp,sources/third_party/bargain-04.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,"Sled-extraction/steel construction secondary. PSU1600W or unpopulatedNIC options excluded. Final normal carrier shape uses front bargain02; 0-23 numbering/1600W options excluded, retain official four-node mapping and NSL/ETB rear.","medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/126728243283,https://i.ebayimg.com/images/g/ZZcAAeSw82ZqGlSj/s-l1600.webp,sources/third_party/bargain-05.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,"Sled-extraction/steel construction secondary. PSU1600W or unpopulatedNIC options excluded. Final normal carrier shape uses front bargain02; 0-23 numbering/1600W options excluded, retain official four-node mapping and NSL/ETB rear.","medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/126728243283,https://i.ebayimg.com/images/g/cAYAAeSwVUhqGlSj/s-l1600.webp,sources/third_party/bargain-06.webp,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,"Sled-extraction/steel construction secondary. PSU1600W or unpopulatedNIC options excluded. Final normal carrier shape uses front bargain02; 0-23 numbering/1600W options excluded, retain official four-node mapping and NSL/ETB rear.","medium: real photo, fitted options checked separately",200
https://www.itcreations.com/product/99899,https://www.itcreations.com/images/products/large/DELL_C6400_2.5.jpg,sources/third_party/itc-00.jpg,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front filler/ear macro adopted; chrome captive screw variant excluded; selected black screw fromNSL.,"medium: real photo, fitted options checked separately",200
https://www.itcreations.com/product/99899,https://www.itcreations.com/images/products/large/DELL_C6400_2.5_1.jpg,sources/third_party/itc-01.jpg,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front filler/ear macro adopted; chrome captive screw variant excluded; selected black screw fromNSL.,"medium: real photo, fitted options checked separately",200
https://www.itcreations.com/product/99899,https://www.itcreations.com/images/products/large/DELL_C6400_2.5_2.jpg,sources/third_party/itc-02.jpg,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front filler/ear macro adopted; chrome captive screw variant excluded; selected black screw fromNSL.,"medium: real photo, fitted options checked separately",200
https://www.itcreations.com/product/99899,https://www.itcreations.com/images/products/large/DELL_C6400_2.5_3.jpg,sources/third_party/itc-03.jpg,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front filler/ear macro adopted; chrome captive screw variant excluded; selected black screw fromNSL.,"medium: real photo, fitted options checked separately",200
https://www.itcreations.com/product/99899,https://www.itcreations.com/images/products/large/DELL_C6400_2.5_4.jpg,sources/third_party/itc-04.jpg,third-party original photograph,See original photograph,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Front filler/ear macro adopted; chrome captive screw variant excluded; selected black screw fromNSL.,"medium: real photo, fitted options checked separately",200
https://www.yobitech.com/DXD9H-0DXD9H-p/dxd9h-gen14.htm,https://cdn4.volusion.store/r3udr-64tdh/v/vspfiles/photos/DXD9H-GEN14-2.jpg?v-cache=1721991030,sources/third_party/dxd9h-yobitech-01.jpg,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200
https://www.yobitech.com/DXD9H-0DXD9H-p/dxd9h-gen14.htm,https://cdn4.volusion.store/r3udr-64tdh/v/vspfiles/photos/DXD9H-GEN14-2S.jpg?v-cache=1721991030,sources/third_party/dxd9h-yobitech-02.jpg,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200
https://www.yobitech.com/DXD9H-0DXD9H-p/dxd9h-gen14.htm,https://cdn4.volusion.store/r3udr-64tdh/v/vspfiles/photos/DXD9H-GEN14-2T.jpg?v-cache=1721991030,sources/third_party/dxd9h-yobitech-03.jpg,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200
https://www.yobitech.com/DXD9H-0DXD9H-p/dxd9h-gen14.htm,https://cdn4.volusion.store/r3udr-64tdh/v/vspfiles/photos/DXD9H-GEN14-3.jpg?v-cache=1721991030,sources/third_party/dxd9h-yobitech-04.jpg,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200
https://www.yobitech.com/DXD9H-0DXD9H-p/dxd9h-gen14.htm,https://cdn4.volusion.store/r3udr-64tdh/v/vspfiles/photos/DXD9H-GEN14-3S.jpg?v-cache=1721991030,sources/third_party/dxd9h-yobitech-05.jpg,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200
https://www.yobitech.com/DXD9H-0DXD9H-p/dxd9h-gen14.htm,https://cdn4.volusion.store/r3udr-64tdh/v/vspfiles/photos/DXD9H-GEN14-3T.jpg?v-cache=1721991030,sources/third_party/dxd9h-yobitech-06.jpg,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200
https://www.yobitech.com/DXD9H-0DXD9H-p/dxd9h-gen14.htm,https://www.yobitech.com/v/vspfiles/photos/DXD9H-GEN14-2T.jpg,sources/third_party/dxd9h-yobitech-14.jpg,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200
https://www.ebay.com/itm/406703546151,https://i.ebayimg.com/images/g/GoAAAeSwjFpplJAL/s-l1600.webp,sources/third_party/dxd9h-ebay-01.webp,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/406703546151,https://i.ebayimg.com/images/g/cSIAAeSwzrlp-r0N/s-l1600.webp,sources/third_party/dxd9h-ebay-02.webp,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/406703546151,https://i.ebayimg.com/images/g/bNAAAeSwO6Vp-r0P/s-l1600.webp,sources/third_party/dxd9h-ebay-03.webp,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/406703546151,https://i.ebayimg.com/images/g/gCAAAeSwcg9p-r0Q/s-l1600.webp,sources/third_party/dxd9h-ebay-04.webp,third-party original photograph,Carrier front/hinge/open handle details,DXD9H-style compatible unbranded carrier,not applicable,2.5-inch carrier,,"Construction only: three handle windows, steel lever, honeycomb recessed behind, hinge and release. Not evidence of OEM branding or exact SKU.","medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/406392100632,https://i.ebayimg.com/images/g/M2QAAeSwFbNp64Ek/s-l1600.webp,sources/third_party/itinstock-6.webp,third-party original photograph,Node internal tray,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Internal sheet construction and sled arrangement only; no precise PCB or alternate external NIC details copied.,"medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/406392100632,https://i.ebayimg.com/images/g/0BEAAeSwSQRp64Ek/s-l1600.webp,sources/third_party/itinstock-7.webp,third-party original photograph,Node internal tray,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Internal sheet construction and sled arrangement only; no precise PCB or alternate external NIC details copied.,"medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/406392100632,https://i.ebayimg.com/images/g/a4wAAeSwcE5p64Ek/s-l1600.webp,sources/third_party/itinstock-8.webp,third-party original photograph,Node internal tray,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Internal sheet construction and sled arrangement only; no precise PCB or alternate external NIC details copied.,"medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/126737099835,https://i.ebayimg.com/images/g/M9cAAOSwBelnF9Yr/s-l1600.webp,sources/third_party/abacus-1.webp,third-party original photograph,Front elevated,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Clear real C6400/C6420 top printed labels; 2400W EPP corroborated. Different NIC/expansion option excluded. Abacus3 is the final top-label pixel source.,"medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/126737099835,https://i.ebayimg.com/images/g/stgAAOSwuBRnF9Yr/s-l1600.webp,sources/third_party/abacus-2.webp,third-party original photograph,Front elevated,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Clear real C6400/C6420 top printed labels; 2400W EPP corroborated. Different NIC/expansion option excluded. Abacus3 is the final top-label pixel source.,"medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/126737099835,https://i.ebayimg.com/images/g/n~kAAOSw8-NnF9Yr/s-l1600.webp,sources/third_party/abacus-3.webp,third-party original photograph,Rear elevated and top labels,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Clear real C6400/C6420 top printed labels; 2400W EPP corroborated. Different NIC/expansion option excluded. Abacus3 is the final top-label pixel source.,"medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/336585336017,https://i.ebayimg.com/images/g/bOsAAeSw73lqB2Mw/s-l1600.webp,sources/third_party/gfsi-1.webp,third-party original photograph,Elevated front or rear/top,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Supplementary top-label corroboration; 2000W PSU variant NOT adopted.,"medium: real photo, fitted options checked separately",200 image verified
https://www.ebay.com/itm/336585336017,https://i.ebayimg.com/images/g/-z8AAeSwBb1qB2Ly/s-l1600.webp,sources/third_party/gfsi-2.webp,third-party original photograph,Elevated front or rear/top,"C6400 chassis, listed C6420 four-node system",4,24x2.5 target; configuration variations recorded,,Supplementary top-label corroboration; 2000W PSU variant NOT adopted.,"medium: real photo, fitted options checked separately",200 image verified
