Blender 4.0.2
Read prefs: "/root/.config/blender/4.0/config/userpref.blend"
Read blend: "/root/Project/rack-device-3d/Cisco-N9KC9336C-FX2/v001/model/CISCO-Nexus-N9K-C9336C-FX2.blend"
Fra:1 Mem:100.54M (Peak 100.54M) | Time:00:00.08 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | INFERRED_Bottom_folded_sheet
Fra:1 Mem:128.07M (Peak 128.18M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Cisco_bridge_bar_1
Fra:1 Mem:128.07M (Peak 128.18M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LS_selector_text
Fra:1 Mem:128.08M (Peak 128.18M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LS_selector_metal_button
Fra:1 Mem:128.16M (Peak 128.18M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LEFT_ear_M4_-256_10.8
Fra:1 Mem:128.25M (Peak 128.25M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LEFT_ear_M4_-256_32.8
Fra:1 Mem:137.32M (Peak 137.32M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_EAR_bent_opaque_solid_with_true_bores
Fra:1 Mem:138.81M (Peak 138.81M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | LS_selector_black_surround
Fra:1 Mem:138.82M (Peak 138.82M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_4_legend
Fra:1 Mem:138.82M (Peak 138.82M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_4_unpowered_lens
Fra:1 Mem:138.85M (Peak 138.85M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_3_legend
Fra:1 Mem:138.85M (Peak 138.85M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_3_unpowered_lens
Fra:1 Mem:138.88M (Peak 138.88M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_2_legend
Fra:1 Mem:138.88M (Peak 138.88M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_2_unpowered_lens
Fra:1 Mem:138.91M (Peak 138.91M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_1_legend
Fra:1 Mem:138.91M (Peak 138.91M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_1_unpowered_lens
Fra:1 Mem:138.94M (Peak 138.94M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_ENV_legend
Fra:1 Mem:138.94M (Peak 138.94M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_ENV_unpowered_lens
Fra:1 Mem:138.97M (Peak 138.97M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_STS_legend
Fra:1 Mem:138.98M (Peak 138.98M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_STS_unpowered_lens
Fra:1 Mem:139.01M (Peak 139.01M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_BCN_legend
Fra:1 Mem:139.01M (Peak 139.01M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | FRONT_BCN_unpowered_lens
Fra:1 Mem:139.04M (Peak 139.04M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_P2_arrow_legend
Fra:1 Mem:139.05M (Peak 139.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_symbol_branch_B
Fra:1 Mem:139.05M (Peak 139.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_symbol_branch_A
Fra:1 Mem:139.05M (Peak 139.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_symbol_stem
Fra:1 Mem:139.05M (Peak 139.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Console_terminal_symbol
Fra:1 Mem:139.05M (Peak 139.05M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_line.003
Fra:1 Mem:139.06M (Peak 139.06M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_line.002
Fra:1 Mem:139.06M (Peak 139.06M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_line.001
Fra:1 Mem:139.06M (Peak 139.06M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_line
Fra:1 Mem:139.06M (Peak 139.06M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_node_1.25
Fra:1 Mem:139.06M (Peak 139.06M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_node_-1.25
Fra:1 Mem:139.07M (Peak 139.07M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | SFP_management_symbol_node_0
Fra:1 Mem:139.08M (Peak 139.08M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_line.003
Fra:1 Mem:139.08M (Peak 139.08M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_line.002
Fra:1 Mem:139.08M (Peak 139.08M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_line.001
Fra:1 Mem:139.08M (Peak 139.08M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_line
Fra:1 Mem:139.08M (Peak 139.08M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_node_1.25
Fra:1 Mem:139.08M (Peak 139.08M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_node_-1.25
Fra:1 Mem:139.09M (Peak 139.09M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RJ45_management_symbol_node_0
Fra:1 Mem:139.10M (Peak 139.10M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_service_retention_screw
Fra:1 Mem:139.11M (Peak 139.11M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | REAR_STS_legend
Fra:1 Mem:139.13M (Peak 139.13M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | REAR_STS_unpowered_indicator
Fra:1 Mem:139.13M (Peak 139.13M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | REAR_BCN_legend
Fra:1 Mem:139.14M (Peak 139.14M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | REAR_BCN_unpowered_indicator
Fra:1 Mem:139.14M (Peak 139.14M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_contact_3
Fra:1 Mem:139.15M (Peak 139.15M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_contact_2
Fra:1 Mem:139.15M (Peak 139.15M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_contact_1
Fra:1 Mem:139.15M (Peak 139.15M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_contact_0
Fra:1 Mem:139.16M (Peak 139.16M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_black_tongue
Fra:1 Mem:139.16M (Peak 139.16M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_deep_stop
Fra:1 Mem:139.16M (Peak 139.16M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | USB_A_metal_shell
Fra:1 Mem:139.18M (Peak 139.18M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_9
Fra:1 Mem:139.18M (Peak 139.18M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_8
Fra:1 Mem:139.18M (Peak 139.18M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_7
Fra:1 Mem:139.18M (Peak 139.18M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_6
Fra:1 Mem:139.19M (Peak 139.19M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_5
Fra:1 Mem:139.19M (Peak 139.19M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_4
Fra:1 Mem:139.19M (Peak 139.19M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_3
Fra:1 Mem:139.19M (Peak 139.19M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_2
Fra:1 Mem:139.19M (Peak 139.19M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_1
Fra:1 Mem:139.19M (Peak 139.19M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_contact_0
Fra:1 Mem:139.19M (Peak 139.19M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_guide_5.8
Fra:1 Mem:139.20M (Peak 139.20M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_guide_-5.8
Fra:1 Mem:139.21M (Peak 139.21M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_recessed_connector_stop
Fra:1 Mem:139.21M (Peak 139.21M) | Time:00:00.09 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Mgmt_SFP_deep_metal_cage
Fra:1 Mem:139.23M (Peak 139.23M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_unpowered_corner_LED_5.6
Fra:1 Mem:139.24M (Peak 139.24M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_unpowered_corner_LED_-5.6
Fra:1 Mem:139.24M (Peak 139.24M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_7
Fra:1 Mem:139.25M (Peak 139.25M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_6
Fra:1 Mem:139.25M (Peak 139.25M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_5
Fra:1 Mem:139.26M (Peak 139.26M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_4
Fra:1 Mem:139.26M (Peak 139.26M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_3
Fra:1 Mem:139.26M (Peak 139.26M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_2
Fra:1 Mem:139.27M (Peak 139.27M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_1
Fra:1 Mem:139.27M (Peak 139.27M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_contact_0
Fra:1 Mem:139.28M (Peak 139.28M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_deep_connector_stop
Fra:1 Mem:139.28M (Peak 139.28M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_keyed_plastic_body
Fra:1 Mem:139.28M (Peak 139.28M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | MANAGEMENT_RJ45_metal_shield
Fra:1 Mem:139.30M (Peak 139.30M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_unpowered_corner_LED_5.6
Fra:1 Mem:139.30M (Peak 139.30M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_unpowered_corner_LED_-5.6
Fra:1 Mem:139.31M (Peak 139.31M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_7
Fra:1 Mem:139.31M (Peak 139.31M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_6
Fra:1 Mem:139.32M (Peak 139.32M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_5
Fra:1 Mem:139.32M (Peak 139.32M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_4
Fra:1 Mem:139.32M (Peak 139.32M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_3
Fra:1 Mem:139.33M (Peak 139.33M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_2
Fra:1 Mem:139.33M (Peak 139.33M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_1
Fra:1 Mem:139.34M (Peak 139.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_contact_0
Fra:1 Mem:139.34M (Peak 139.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_deep_connector_stop
Fra:1 Mem:139.34M (Peak 139.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_keyed_plastic_body
Fra:1 Mem:139.34M (Peak 139.34M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | CONSOLE_RJ45_metal_shield
Fra:1 Mem:139.36M (Peak 139.36M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Rear_service_panel_true_apertures
Fra:1 Mem:139.39M (Peak 139.39M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_face_screw_24.5_39.3
Fra:1 Mem:139.41M (Peak 139.41M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_face_screw_24.5_4.1
Fra:1 Mem:139.55M (Peak 139.55M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_face_screw_-24.5_39.3
Fra:1 Mem:139.70M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_face_screw_-24.5_4.1
Fra:1 Mem:139.46M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_ear_M4_-284_10.8
Fra:1 Mem:139.48M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_OK_legend
Fra:1 Mem:139.48M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_FAIL_legend
Fra:1 Mem:139.48M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_unpowered_LED_32.6
Fra:1 Mem:139.49M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_unpowered_LED_36.8
Fra:1 Mem:139.49M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_315.4
Fra:1 Mem:139.49M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_313.2
Fra:1 Mem:139.50M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_311
Fra:1 Mem:139.51M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_308.8
Fra:1 Mem:139.51M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_ear_M4_-284_32.8
Fra:1 Mem:139.51M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_306.6
Fra:1 Mem:139.53M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_304.4
Fra:1 Mem:139.53M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_302.2
Fra:1 Mem:139.54M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_retainer_rib_300
Fra:1 Mem:139.54M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_stowed_nylon_retention_loop
Fra:1 Mem:139.55M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_cord_retainer_anchor
Fra:1 Mem:139.55M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_BLUE_release_latch
Fra:1 Mem:139.56M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_silver_U_pull_handle
Fra:1 Mem:139.56M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_ear_M4_-256_10.8
Fra:1 Mem:139.60M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | RIGHT_ear_M4_-256_32.8
Fra:1 Mem:139.62M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_IEC_pin_2
Fra:1 Mem:139.63M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Pair01_stainless_shell_29mm_deep
Fra:1 Mem:139.63M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_IEC_pin_1
Fra:1 Mem:139.66M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_IEC_pin_0
Fra:1 Mem:139.67M (Peak 139.70M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Pair01_front_separator_true_perforations
Fra:1 Mem:139.76M (Peak 139.76M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_IEC_recessed_black_floor
Fra:1 Mem:139.82M (Peak 139.82M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_IEC_C14_black_inlet_housing
Fra:1 Mem:139.94M (Peak 139.94M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_true_hex_cooling_vents
Fra:1 Mem:140.45M (Peak 140.45M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Pair01_internal_cooling_shelf
Fra:1 Mem:140.45M (Peak 140.45M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_recessed_connector_stop
Fra:1 Mem:140.46M (Peak 140.46M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | Port01_connector_contact_surround
Fra:1 Mem:140.46M (Peak 140.46M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_inlet_vent_divider
Fra:1 Mem:140.46M (Peak 140.46M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_front_face_rim
Fra:1 Mem:140.48M (Peak 140.48M) | Time:00:00.10 | Mem:0.00M, Peak:0.00M | CISCO_N9K_C9336C_FX2_V001, ViewLayer | Synchronizing object | PSU2_internal_opaque_baffle
